Feature,Importance
rpm,0.3107662490637053
temperature_motor,0.25613586599215327
vibration_rms,0.15434359918207477
current_phase_avg,0.0999665079931556
operating_mode_peak,0.06469046316311332
pressure_level,0.04662588892296769
hours_since_maintenance,0.045888928800584074
operating_mode_idle,0.011352036870462726
operating_mode_normal,0.010230460011783314
